category_id,type,question_text,question_text_sv
678bb3f8-857a-4250-98f8-e2a5653e2766,dare,"Send the 😅 emoji to the last person you chatted with.","Skicka 😅-emojin till den sista personen du chattade med."
678bb3f8-857a-4250-98f8-e2a5653e2766,dare,"Let the group choose an emoji you must send to someone.","Låt gruppen välja en emoji du måste skicka till någon."
678bb3f8-857a-4250-98f8-e2a5653e2766,dare,"Send a message saying 'I just realized something funny about myself.'","Skicka ett meddelande som säger 'Jag insåg just något roligt om mig själv.'"
678bb3f8-857a-4250-98f8-e2a5653e2766,dare,"Send a random GIF to someone.","Skicka en slumpmässig GIF till någon."
678bb3f8-857a-4250-98f8-e2a5653e2766,dare,"Text someone 'Do you think I have red flags?'","Texta någon 'Tycker du jag har röda flaggor?'"
678bb3f8-857a-4250-98f8-e2a5653e2766,dare,"Send the 🤔 emoji to someone randomly.","Skicka 🤔-emojin till någon slumpmässigt."
678bb3f8-857a-4250-98f8-e2a5653e2766,dare,"Let the group choose someone you must send a random emoji to.","Låt gruppen välja någon du måste skicka en slumpmässig emoji till."
678bb3f8-857a-4250-98f8-e2a5653e2766,dare,"Send a message saying 'Random question… what is your biggest red flag?'","Skicka ett meddelande som säger 'Slumpmässig fråga… vad är din största röda flagga?'"
97cd67fd-7c05-4499-ae50-2df7cea27241,truth,"What was your favorite subject in school?","Vad var ditt favoritämne i skolan?"
97cd67fd-7c05-4499-ae50-2df7cea27241,truth,"What was your least favorite subject in school?","Vad var ditt minst favoritämne i skolan?"
97cd67fd-7c05-4499-ae50-2df7cea27241,truth,"Have you ever fallen asleep in class?","Har du någonsin somnat i lektionen?"
97cd67fd-7c05-4499-ae50-2df7cea27241,truth,"Did you ever pretend to understand something in class when you didn't?","Har du någonsin låtsats förstå något i lektionen när du inte gjorde det?"
97cd67fd-7c05-4499-ae50-2df7cea27241,truth,"What was the most embarrassing thing that happened to you in school?","Vad var det mest pinsamma som hände dig i skolan?"
97cd67fd-7c05-4499-ae50-2df7cea27241,truth,"Did you ever forget about homework and panic the next day?","Har du någonsin glömt läxor och fått panik nästa dag?"
97cd67fd-7c05-4499-ae50-2df7cea27241,truth,"Who was your favorite teacher and why?","Vem var din favoritlärare och varför?"
97cd67fd-7c05-4499-ae50-2df7cea27241,truth,"Did you ever get in trouble at school?","Har du någonsin hamnat i trubbel i skolan?"
97cd67fd-7c05-4499-ae50-2df7cea27241,truth,"What was the funniest thing that happened in class?","Vad var det roligaste som hände i lektionen?"
97cd67fd-7c05-4499-ae50-2df7cea27241,truth,"Did you ever skip a class?","Har du någonsin skippat en lektion?"
97cd67fd-7c05-4499-ae50-2df7cea27241,truth,"What was the worst grade you ever got?","Vad var det sämsta betyget du någonsin fick?"
97cd67fd-7c05-4499-ae50-2df7cea27241,truth,"Did you ever have a crush on someone at school?","Har du någonsin haft en crush på någon i skolan?"
97cd67fd-7c05-4499-ae50-2df7cea27241,truth,"What was the most boring class you ever had?","Vad var den tråkigaste lektionen du någonsin hade?"
97cd67fd-7c05-4499-ae50-2df7cea27241,truth,"Did you ever get caught talking in class?","Har du någonsin blivit påkommen med att prata i lektionen?"
97cd67fd-7c05-4499-ae50-2df7cea27241,truth,"What was your biggest school fail?","Vad var ditt största skolmisslyckande?"
97cd67fd-7c05-4499-ae50-2df7cea27241,truth,"What was your favorite memory from school?","Vad var ditt favoritminne från skolan?"
97cd67fd-7c05-4499-ae50-2df7cea27241,truth,"Did you ever cheat on a test?","Har du någonsin fuskat på ett prov?"
97cd67fd-7c05-4499-ae50-2df7cea27241,truth,"What was the most ridiculous rule at your school?","Vad var den mest löjliga regeln på din skola?"
97cd67fd-7c05-4499-ae50-2df7cea27241,truth,"Did you ever laugh at the wrong moment in class?","Har du någonsin skrattat i fel ögonblick i lektionen?"
97cd67fd-7c05-4499-ae50-2df7cea27241,truth,"What was the funniest excuse someone used for missing homework?","Vad var den roligaste ursäkten någon använde för att ha missat läxor?"
97cd67fd-7c05-4499-ae50-2df7cea27241,dare,"Act like a strict teacher for 15 seconds.","Uppträd som en sträng lärare i 15 sekunder."
97cd67fd-7c05-4499-ae50-2df7cea27241,dare,"Pretend you are giving a school presentation.","Låtsas att du håller en skolpresentation."
97cd67fd-7c05-4499-ae50-2df7cea27241,dare,"Spell a random word backwards chosen by the group.","Stava ett slumpmässigt ord baklänges som gruppen väljer."
97cd67fd-7c05-4499-ae50-2df7cea27241,dare,"Act like you are answering a question in class.","Uppträd som om du svarar på en fråga i lektionen."
97cd67fd-7c05-4499-ae50-2df7cea27241,dare,"Pretend to be a teacher explaining something very simple.","Låtsas vara en lärare som förklarar något väldigt enkelt."
97cd67fd-7c05-4499-ae50-2df7cea27241,dare,"Write your name in the air with your finger dramatically.","Skriv ditt namn i luften med fingret dramatiskt."
97cd67fd-7c05-4499-ae50-2df7cea27241,dare,"Do your best impression of a teacher.","Gör din bästa imitation av en lärare."
97cd67fd-7c05-4499-ae50-2df7cea27241,dare,"Stand up and give a 10 second 'school speech'.","Ställ dig upp och håll ett 10 sekunders 'skoltal'."
97cd67fd-7c05-4499-ae50-2df7cea27241,dare,"Pretend you forgot your homework and explain why.","Låtsas att du glömde dina läxor och förklara varför."
97cd67fd-7c05-4499-ae50-2df7cea27241,dare,"Act like a student trying not to laugh in class.","Uppträd som en elev som försöker att inte skratta i lektionen."
97cd67fd-7c05-4499-ae50-2df7cea27241,dare,"Recite the alphabet like you are answering a test.","Läs upp alfabetet som om du svarar på ett prov."
97cd67fd-7c05-4499-ae50-2df7cea27241,dare,"Let the group choose a subject you must pretend to teach.","Låt gruppen välja ett ämne du måste låtsas undervisa."
97cd67fd-7c05-4499-ae50-2df7cea27241,dare,"Pretend you are nervous before giving a presentation.","Låtsas att du är nervös innan du håller en presentation."
97cd67fd-7c05-4499-ae50-2df7cea27241,dare,"Act like a student asking the teacher for help.","Uppträd som en elev som försöker få hjälp av läraren."
97cd67fd-7c05-4499-ae50-2df7cea27241,dare,"Write an imaginary sentence on an imaginary whiteboard.","Skriv en imaginär mening på en imaginär whiteboard."
97cd67fd-7c05-4499-ae50-2df7cea27241,dare,"Pretend to answer a very hard test question.","Låtsas svara på en väldigt svår provfråga."
97cd67fd-7c05-4499-ae50-2df7cea27241,dare,"Do your best impression of a class clown.","Gör din bästa imitation av en klassklown."
97cd67fd-7c05-4499-ae50-2df7cea27241,dare,"Explain something simple like a teacher for 10 seconds.","Förklara något enkelt som en lärare i 10 sekunder."
97cd67fd-7c05-4499-ae50-2df7cea27241,dare,"Act like the smartest student in class.","Uppträd som den smartaste eleven i klassen."
97cd67fd-7c05-4499-ae50-2df7cea27241,dare,"Pretend you just got caught talking in class.","Låtsas att du just blev påkommen med att prata i lektionen."
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,truth,"Who in this group is most likely to become famous?","Vem i den här gruppen är troligast att bli känd?"
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,truth,"Who here gives the best relationship advice?","Vem här ger bästa relationsråden?"
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,truth,"What is the most embarrassing thing that has happened to you on a night out?","Vad är det mest pinsamma som har hänt dig på en kväll ute?"
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,truth,"Who in this group would survive longest in a zombie apocalypse?","Vem i den här gruppen skulle överleva längst i en zombieapokalyps?"
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,truth,"Have you ever stalked someone's social media for way too long?","Har du någonsin stalkat någons sociala medier alldeles för länge?"
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,truth,"What is the most chaotic thing you have done with friends?","Vad är det mest kaotiska du har gjort med vänner?"
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,truth,"Who here is most likely to send a risky text?","Vem här är troligast att skicka en riskabel text?"
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,truth,"What is the worst date you have ever been on?","Vad var den sämsta dejt du någonsin varit på?"
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,truth,"Who here is most likely to forget their phone somewhere?","Vem här är troligast att glömma sin telefon någonstans?"
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,truth,"What is your biggest red flag in dating?","Vad är din största röda flagga vid dejting?"
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,truth,"Have you ever caught feelings for someone you shouldn't have?","Har du någonsin fått känslor för någon du inte borde ha?"
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,truth,"What is the funniest gossip story you have heard?","Vad är den roligaste skvallerhistorien du har hört?"
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,truth,"Who here would make the best reality TV star?","Vem här skulle bli bäst som reality-TV-stjärna?"
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,truth,"Have you ever sent a message you instantly regretted?","Har du någonsin skickat ett meddelande du direkt ångrade?"
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,truth,"What is the most embarrassing thing in your camera roll?","Vad är det mest pinsamma i ditt kamerarulle?"
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,truth,"Who here is most likely to get lost on a trip?","Vem här är troligast att vilse på en resa?"
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,truth,"What is the most ridiculous trend you have tried?","Vad är den mest löjliga trenden du har provat?"
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,truth,"Who here is most likely to text their ex?","Vem här är troligast att texta sin ex?"
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,truth,"What is the most awkward DM you have received?","Vad är det mest pinsamma DM du har fått?"
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,truth,"What is the funniest thing that has happened during a girls night?","Vad är det roligaste som har hänt under en tjejkväll?"
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,dare,"Send the 💅 emoji to the 4th person in your chat list.","Skicka 💅-emojin till den 4:e personen i din chattlista."
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,dare,"Text someone 'Guess what just happened.'","Texta någon 'Gissa vad som just hände.'"
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,dare,"Let the group choose someone you must send a meme to.","Låt gruppen välja någon du måste skicka en meme till."
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,dare,"Send a random selfie to someone.","Skicka en slumpmässig selfie till någon."
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,dare,"Call a friend and say 'I need gossip.'","Ring en vän och säg 'Jag behöver skvaller.'"
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,dare,"Let the group choose an emoji you must send to someone.","Låt gruppen välja en emoji du måste skicka till någon."
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,dare,"Send the 👀 emoji to someone randomly.","Skicka 👀-emojin till någon slumpmässigt."
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,dare,"Text someone 'Random question… what are you doing?'","Texta någon 'Slumpmässig fråga… vad gör du?'"
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,dare,"Let the group write a short message you must send.","Låt gruppen skriva ett kort meddelande du måste skicka."
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,dare,"Send a voice message saying 'This is random but hi.'","Skicka ett röstmeddelande som säger 'Det här är slumpmässigt men hej.'"
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,dare,"Send the ✨ emoji to someone randomly.","Skicka ✨-emojin till någon slumpmässigt."
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,dare,"Text someone 'I just remembered something funny.'","Texta någon 'Jag kom just ihåg något roligt.'"
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,dare,"Send a random GIF to someone.","Skicka en slumpmässig GIF till någon."
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,dare,"React with ❤️ to someone's message.","Reagera med ❤️ på någons meddelande."
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,dare,"Send the 😅 emoji to the last person you chatted with.","Skicka 😅-emojin till den sista personen du chattade med."
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,dare,"Let the group scroll your camera roll for 5 seconds.","Låt gruppen bläddra i ditt kamerarulle i 5 sekunder."
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,dare,"Send a 'hey stranger' text to someone.","Skicka ett 'hej främling'-meddelande till någon."
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,dare,"Text someone 'Be honest… do you miss me?'","Texta någon 'Var ärlig… saknar du mig?'"
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,dare,"Send the 😈 emoji to someone randomly.","Skicka 😈-emojin till någon slumpmässigt."
deada7a9-e2c8-4861-af5a-fcaf5cd52ff3,dare,"Let the group choose someone you must send a random emoji to.","Låt gruppen välja någon du måste skicka en slumpmässig emoji till."

